50, 0.0075, 0.75, 0.25, 0
50, 0.00888889, 0.888889, 0.111111, 0
50, 0.0141667, 0.944444, 0.0555556, 0
50, 0.0183333, 0.916667, 0.0833333, 0
50, 0.0108333, 0.928571, 0.0714286, 0
100, 0.0302778, 0.908333, 0.0916667, 0
100, 0.0275, 0.970588, 0.0294118, 0
100, 0.0325, 0.847826, 0.152174, 0
100, 0.0244444, 0.916667, 0.0833333, 0
100, 0.0286111, 0.858333, 0.141667, 0
150, 0.04, 0.75, 0.25, 0
150, 0.0319444, 0.798611, 0.201389, 0
150, 0.0302778, 0.789855, 0.210145, 0
150, 0.0319444, 0.871212, 0.128788, 0
150, 0.0344444, 0.898551, 0.101449, 0
200, 0.0352778, 0.705556, 0.294444, 0
200, 0.0472222, 0.858586, 0.141414, 0
200, 0.0538889, 0.788618, 0.211382, 0
200, 0.0594444, 0.869919, 0.130081, 0
200, 0.0541667, 0.833333, 0.166667, 0
250, 0.0611111, 0.814815, 0.185185, 0
250, 0.0730556, 0.842949, 0.157051, 0
250, 0.0522222, 0.746032, 0.253968, 0
250, 0.0641667, 0.819149, 0.180851, 0
250, 0.0519444, 0.724806, 0.275194, 0
300, 0.0636111, 0.70679, 0.29321, 0
300, 0.0758333, 0.733871, 0.266129, 0
300, 0.0819444, 0.733831, 0.266169, 0
300, 0.08, 0.774194, 0.225806, 0
300, 0.0694444, 0.786164, 0.213836, 0
350, 0.0775, 0.65493, 0.34507, 0
350, 0.0819444, 0.692488, 0.307512, 0
350, 0.0669444, 0.65847, 0.34153, 0
350, 0.0802778, 0.776882, 0.223118, 0
350, 0.07, 0.646154, 0.353846, 0
400, 0.0663889, 0.577295, 0.422705, 0
400, 0.0783333, 0.758065, 0.241935, 0
400, 0.0958333, 0.798611, 0.201389, 0
400, 0.0816667, 0.636364, 0.363636, 0
400, 0.0836111, 0.677928, 0.322072, 0
450, 0.0813889, 0.65991, 0.34009, 0
450, 0.0938889, 0.670635, 0.329365, 0
450, 0.101944, 0.71124, 0.28876, 0
450, 0.105278, 0.679211, 0.320789, 0
450, 0.100556, 0.628472, 0.371528, 0
500, 0.0930556, 0.656863, 0.343137, 0
500, 0.1, 0.606061, 0.393939, 0
500, 0.101944, 0.755144, 0.244856, 0
500, 0.0980556, 0.661049, 0.338951, 0
500, 0.0880556, 0.636546, 0.363454, 0
550, 0.117222, 0.596045, 0.403955, 0
550, 0.1175, 0.691176, 0.308824, 0
550, 0.12, 0.742268, 0.257732, 0
550, 0.0919444, 0.59319, 0.40681, 0
550, 0.0877778, 0.642276, 0.357724, 0
600, 0.108889, 0.604938, 0.395062, 0
600, 0.105, 0.577982, 0.422018, 0
600, 0.106389, 0.613782, 0.386218, 0
600, 0.0902778, 0.483631, 0.516369, 0
600, 0.103611, 0.60356, 0.39644, 0
650, 0.112778, 0.554645, 0.445355, 0
650, 0.101667, 0.575472, 0.424528, 0
650, 0.122778, 0.566667, 0.433333, 0
650, 0.116111, 0.561828, 0.438172, 0
650, 0.102222, 0.567901, 0.432099, 0
700, 0.108889, 0.568116, 0.431884, 0
700, 0.130556, 0.626667, 0.373333, 0
700, 0.126389, 0.621585, 0.378415, 0
700, 0.118056, 0.528607, 0.471393, 0
700, 0.123889, 0.589947, 0.410053, 0
750, 0.135, 0.6, 0.4, 0
750, 0.117222, 0.586111, 0.413889, 0
750, 0.133056, 0.558275, 0.441725, 0
750, 0.1325, 0.48773, 0.51227, 0
750, 0.120278, 0.59153, 0.40847, 0
800, 0.132778, 0.565012, 0.434988, 0
800, 0.153056, 0.530829, 0.469171, 0
800, 0.108611, 0.465476, 0.534524, 0
800, 0.136111, 0.530303, 0.469697, 0
800, 0.131111, 0.538813, 0.461187, 0
850, 0.115556, 0.459161, 0.540839, 0
850, 0.129444, 0.517778, 0.482222, 0
850, 0.0988889, 0.436275, 0.563725, 0
850, 0.119167, 0.518116, 0.481884, 0
850, 0.149167, 0.54908, 0.45092, 0
900, 0.1575, 0.533898, 0.466102, 0
900, 0.151667, 0.561728, 0.438272, 0
900, 0.128611, 0.459325, 0.540675, 0
900, 0.1375, 0.528846, 0.471154, 0
900, 0.150833, 0.532353, 0.467647, 0
950, 0.1575, 0.516393, 0.483607, 0
950, 0.149167, 0.532738, 0.467262, 0
950, 0.141389, 0.476592, 0.523408, 0
950, 0.12, 0.413793, 0.586207, 0
950, 0.131111, 0.444444, 0.555556, 0
1000, 0.144444, 0.492424, 0.507576, 0
1000, 0.124167, 0.459877, 0.540123, 0
1000, 0.137222, 0.478682, 0.521318, 0
1000, 0.136667, 0.465909, 0.534091, 0
1000, 0.155833, 0.486979, 0.513021, 0
